2026-04-15 18:03:01, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-15 18:03:21, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 18:05:08, CierreOrden , TG Bots -> Error: Ocurrió un error inesperado.
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 18:05:08, Navegación , TG Bots -> El archivo de Excel ha sido cerrado.
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 18:05:08, Navegación , TG Bots -> Cierre
-------------------,--------------,--------------------------------------------------------------------------------
-------------------,--------------,DECLARACION X BOTS (1/2)
Timestamp,Accion,Detalle
2026-04-15 18:24:48,Navegacion,TG Bots -> Pagina de inicio cargada
2026-04-15 18:24:52,Credenciales,NDC -> Credenciales y Acceso ok
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 18:27:23, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-15 18:27:43, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 18:29:49, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-15 18:30:09, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 18:31:42, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-15 18:32:03, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 18:33:45, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-15 18:34:05, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 18:35:38, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-15 18:35:58, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 18:37:32, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-15 18:37:52, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 18:39:36, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-15 18:39:56, CierreOrden , NDC -> SI Declarada >>>>>
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 18:41:15, CierreOrden , TG Bots -> Error: Ocurrió un error inesperado.
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 18:41:15, Navegación , TG Bots -> El archivo de Excel ha sido cerrado.
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 18:41:15, Navegación , TG Bots -> Cierre
-------------------,--------------,--------------------------------------------------------------------------------
-------------------,--------------,DECLARACION X BOTS (1/2)
Timestamp,Accion,Detalle
2026-04-15 18:45:09,Navegacion,TG Bots -> Pagina de inicio cargada
2026-04-15 18:45:14,Credenciales,NDC -> Credenciales y Acceso ok
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 18:47:45, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-15 18:48:05, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 18:50:11, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-15 18:50:31, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 18:52:13, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-15 18:52:33, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 18:54:07, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-15 18:54:27, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 18:56:01, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-15 18:56:21, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 18:57:55, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-15 18:58:15, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 18:59:48, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-15 19:00:08, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 19:01:52, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-15 19:02:12, CierreOrden , NDC -> SI Declarada >>>>>
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 19:03:50, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-15 19:04:10, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 19:04:47, CierreOrden , NDC -> NO Declarada - Actividad no termino de cargar o existe un problema con la actividad
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 19:04:48, CierreOrden , TG Bots -> Error: Ocurrió un error inesperado.
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 19:04:48, Navegación , TG Bots -> El archivo de Excel ha sido cerrado.
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-15 19:04:48, Navegación , TG Bots -> Cierre
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 08:55:11, Navegación , TG Bots -> Cierre
-------------------,--------------,--------------------------------------------------------------------------------
-------------------,--------------,DECLARACION X BOTS (1/2)
Timestamp,Accion,Detalle
2026-04-16 10:07:44,Navegacion,TG Bots -> Pagina de inicio cargada
2026-04-16 10:07:49,Credenciales,NDC -> Credenciales y Acceso ok
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:10:20, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:10:40, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:12:57, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:13:17, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:15:23, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:15:43, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:17:16, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:17:36, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:19:36, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:19:56, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:21:29, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:21:49, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:23:32, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:23:52, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:25:26, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:25:46, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:27:20, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:27:40, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:29:13, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:29:33, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:31:07, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:31:27, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:33:00, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:33:20, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:34:53, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:35:13, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:36:47, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:37:07, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:38:49, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:39:09, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:40:43, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:41:03, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:42:37, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:42:57, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:44:30, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:44:50, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:46:24, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:46:44, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:48:18, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:48:38, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:50:11, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:50:31, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:52:05, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:52:25, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:54:08, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:54:28, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:56:01, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:56:21, CierreOrden ," NDC -> Orden no declarada, fallo la ultima notificación."
-------------------,--------------,--------------------------------------------------------------------------------
2026-04-16 10:58:00, CierreOrden , NDC -> Declarada sin refuerzo
2026-04-16 10:58:20, CierreOrden , NDC -> SI Declarada >>>>>
